子域名,出现次数,URL示例（管道符分隔）
gbr.sika.com,4,https://gbr.sika.com/en/construction/waterproofing/liquid-applied-membranesystemstypea.html?utm_source=chatgpt.com|https://gbr.sika.com/en/construction/waterproofing/podium-decks.html?utm_source=chatgpt.com|https://gbr.sika.com/en/distribution/roofing/cromar/cromar-sbs-torch-on.html?utm_source=chatgpt.com
www.tremcosealants.com,4,https://www.tremcosealants.com/systems/hot-fluid-applied-waterproofing?utm_source=chatgpt.com|https://www.tremcosealants.com/systems/sheet-applied-waterproofing?utm_source=chatgpt.com|https://www.tremcosealants.com/products/tremproof-250gc?utm_source=chatgpt.com|https://www.tremcosealants.com/?utm_source=chatgpt.com
nrc-publications.canada.ca,4,https://nrc-publications.canada.ca/eng/view/object/?id=770bed80-ec9d-46e1-8823-78a001cde2fb&utm_source=chatgpt.com|https://nrc-publications.canada.ca/eng/view/object/?id=28f596a9-fddd-475a-9d8a-8ceddadc1a43&utm_source=chatgpt.com|https://nrc-publications.canada.ca/eng/view/object/?id=ae62654a-9c76-46b2-90e0-b84f3949a925&utm_source=chatgpt.com
iibec.org,4,https://iibec.org/publication-post/testing-built-up-and-modified-bitumen-roofs-for-hail-damage/?utm_source=chatgpt.com|https://iibec.org/publication-post/roofing-underlayment-materials-and-manufacturing/?utm_source=chatgpt.com|https://iibec.org/publication-post/2004-09-corbin/?utm_source=chatgpt.com|https://iibec.org/publication-post/guidelines-for-achieving-long-performing-seams-for-granule-surfaced-roofing-materials/?utm_source=chatgpt.com
doczz.net,4,https://doczz.net/doc/8872686/sbs-premium-torch---firestone-technical-database?utm_source=chatgpt.com|https://doczz.net/doc/760455/repair-and-re-cover-roofing-guide?utm_source=chatgpt.com|https://doczz.net/doc/8499261/sbs-cold-application-specifications?utm_source=chatgpt.com|https://doczz.net/doc/760461/installation-guide?utm_source=chatgpt.com
www.tremcoroofing.com,3,https://www.tremcoroofing.com/products/avc-membrane?utm_source=chatgpt.com|https://www.tremcoroofing.com/media/Roofing/Product%20Detail%20Pages/Modified%20Bitumen/POWERply%C2%AE%20SBS%20Base%20HW/PowerplySBSBaseHW-DS.pdf?ext=.pdf&utm_source=chatgpt.com|https://www.tremcoroofing.com/media/Roofing/Roofing%20Systems%20Pages/Modified%20Bitumen%20Systems/POWERply%20Endure%20Systems/7620_powerply.pdf?utm_source=chatgpt.com
mbtechnology.com,3,https://mbtechnology.com/wp-content/uploads/2022/02/SBS-Modified-Bitumen-Roofing-Specification-Cool-Roof-Heat-Weld.pdf?utm_source=chatgpt.com|https://mbtechnology.com/wp-content/uploads/2022/02/FastorchSBS-Product-Data-Sheet-Revised-5-10.pdf?utm_source=chatgpt.com|https://mbtechnology.com/wp-content/uploads/2023/06/MBTechnology-MetalflexApplicationManual_2023.pdf?utm_source=chatgpt.com
www.sciencedirect.com,3,https://www.sciencedirect.com/science/article/pii/S0950061821007467?utm_source=chatgpt.com|https://www.sciencedirect.com/science/article/pii/S0950061810002965?utm_source=chatgpt.com
www.transit.dot.gov,3,https://www.transit.dot.gov/regulations-and-guidance/waterproofing-and-its-effect-operation-and-maintenance-underground?utm_source=chatgpt.com
www.intertekinform.com,3,https://www.intertekinform.com/en-gb/standards/astm-d-4977-d4977m-2020-r2025-160199_saig_astm_astm_3514661/?utm_source=chatgpt.com|https://www.intertekinform.com/en-us/standards/astm-d-4977-d4977m-2020-160199_saig_astm_astm_2844223/?utm_source=chatgpt.com|https://www.intertekinform.com/en-us/standards/astm-d-4977-d4977m-2003-r2013-edt-1-160199_saig_astm_astm_393095/?utm_source=chatgpt.com
standards.iteh.ai,3,https://standards.iteh.ai/catalog/standards/astm/87408277-ea64-4326-b306-f618774a98bf/astm-d6380-d6380m-03-2022?utm_source=chatgpt.com|https://standards.iteh.ai/catalog/standards/astm/bc96e982-7c50-4b4d-bc66-c2ac0f165408/astm-d6162-d6162m-21?utm_source=chatgpt.com|https://standards.iteh.ai/catalog/standards/astm/8d342417-ec27-478c-83bc-908fc4302d74/astm-d7530-d7530m-17?utm_source=chatgpt.com
th.gcpat.com,3,https://th.gcpat.com/en-gb/solutions/products/bituthene-post-applied-waterproofing/bituthene-30003000hc-3000-lt-membranes?utm_source=chatgpt.com|https://th.gcpat.com/en-gb/solutions/products/bituthene-post-applied-waterproofing?utm_source=chatgpt.com
ind.sika.com,3,https://ind.sika.com/en/construction/waterproofing-systems/preformed-membrane/sikaproof-315-hdpesgin.html?utm_source=chatgpt.com|https://ind.sika.com/en/construction/waterproofing-systems/preformed-membrane/sikaproof-315-hdpesgwin.html?utm_source=chatgpt.com|https://ind.sika.com/en/construction/roofing-systems/bituminous-membranes.html?utm_source=chatgpt.com
ch-cd.carlislesyntec.com,3,https://ch-cd.carlislesyntec.com/en/Home-Page-for-AB-Testing?utm_source=chatgpt.com|https://ch-cd.carlislesyntec.com/en/Professionals/Building-Owner-Resources?utm_source=chatgpt.com|https://ch-cd.carlislesyntec.com/en/Roofing-Products/Membranes/FleeceBACK?utm_source=chatgpt.com
www7.eere.energy.gov,3,https://www7.eere.energy.gov/buildings/residential/exploredenh/explore-the-tour/lost-creek-phoenix?utm_source=chatgpt.com|https://www7.eere.energy.gov/buildings/residential/exploredenh/node/3178?utm_source=chatgpt.com
zaf.sika.com,3,https://zaf.sika.com/en/construction-chemicalsolutions/waterproofing-systems/bitumen-waterproofing/76697.html?utm_source=chatgpt.com|https://zaf.sika.com/en/construction-chemicalsolutions/waterproofing-systems/bitumen-waterproofing.html?utm_source=chatgpt.com|https://zaf.sika.com/en/construction-chemicalsolutions/waterproofing-systems/bridge-deck.html?utm_source=chatgpt.com
www.henry.com,2,https://www.henry.com/commercial/products/waterproofing/above-grade-cold-fluid-applied/pumadeq/?utm_source=chatgpt.com|https://www.henry.com/commercial/products/waterproofing/above-grade-cold-fluid-applied/prodeq-system/?utm_source=chatgpt.com
gaco.com,2,https://gaco.com/product/gacopoly-elasto-deck-bt-h2o/?utm_source=chatgpt.com|https://gaco.com/product/gacopoly-elasto-deck-bt-dg/?utm_source=chatgpt.com
www.kemper-system.com,2,https://www.kemper-system.com/global/uploads/PDF/USA/Tech_Site_Integration/Product_Information/Modified_Bitumen/KEMPEROL_SBS_Cap.pdf?utm_source=chatgpt.com|https://www.kemper-system.com/uploads/PDF/USA/Tech_Site_Integration/Product_Information/Modified_Bitumen/KEMPEROL_SBS_Base.pdf?utm_source=chatgpt.com
www.genflex.com,2,https://www.genflex.com/roofing-materials/asphalt/sbs-premium-fr/?utm_source=chatgpt.com|https://www.genflex.com/roofing-materials/asphalt/sbs-cap/?utm_source=chatgpt.com
soprema.us,2,https://soprema.us/wp-content/uploads/2024/05/PDS_Antirock_240523.pdf?utm_source=chatgpt.com|https://soprema.us/wp-content/uploads/2020/09/SBS-Membrane-Roofing-Technical-Manual-2024-09-18.pdf?utm_source=chatgpt.com
roofingcanada.com,2,https://roofingcanada.com/docs/canadian-roofing-reference-manual/chapter-5-modified-bituminous-membranes/introduction/?utm_source=chatgpt.com|https://roofingcanada.com/docs/canadian-roofing-reference-manual/chapter-5-modified-bituminous-membranes/5-2-membrane-installation/5-2-2-application-of-membrane/?utm_source=chatgpt.com
about.ita-aites.org,2,https://about.ita-aites.org/wg-committees/itatech/publications/644/design-guidance-for-spray-applied-waterproofing-membranes?tmpl=component&utm_source=chatgpt.com
patents.justia.com,2,https://patents.justia.com/patent/20140154411?utm_source=chatgpt.com|https://patents.justia.com/patent/9834935?utm_source=chatgpt.com
www.professionalroofing.net,2,https://www.professionalroofing.net/articles/article/3777?utm_source=chatgpt.com|https://www.professionalroofing.net/Articles/Another-round--08-01-2020/4727?utm_source=chatgpt.com
govtribe.com,2,https://govtribe.com/file/government-file/4-occ-ahp-renovation-project-manual-bid-r-dot-pdf?utm_source=chatgpt.com|https://govtribe.com/file/government-file/t24028-dot-rfg3-bps-2026-roofing-specifications-dms-dot-pdf?utm_source=chatgpt.com
www.rooferscoffeeshop.com,2,https://www.rooferscoffeeshop.com/post/tremco-read-new-technologies?utm_source=chatgpt.com|https://www.rooferscoffeeshop.com/post/profile-north-dade-regional-library?utm_source=chatgpt.com
studylib.net,2,https://studylib.net/doc/28115413/sbs-roofing-?utm_source=chatgpt.com|https://studylib.net/doc/10629385/sbs-self-adhered--liberty?utm_source=chatgpt.com
www.danosa.com,2,https://www.danosa.com/global/product/polydan-pro-nox-40-gp-2/?utm_source=chatgpt.com|https://www.danosa.com/global/product/polydan-pro-nox-50-gp-2/?utm_source=chatgpt.com
www.arcat.com,2,https://www.arcat.com/sdspecs/htm04/07_52_00pol.htm?utm_source=chatgpt.com|https://www.arcat.com/specification/undefined/07_52_16jma?utm_source=chatgpt.com
mys.sika.com,2,https://mys.sika.com/en/construction/waterproofing-systems/preformed-membrane/sikaproof-612.html?utm_source=chatgpt.com|https://mys.sika.com/en/construction/waterproofing-systems/bituminous-membrane.html?utm_source=chatgpt.com
roofonline.com,2,https://roofonline.com/manufacturer-approved-roofing-contractors/?utm_source=chatgpt.com
commercialroofguide.com,2,https://commercialroofguide.com/guides/modified-bitumen/?utm_source=chatgpt.com|https://commercialroofguide.com/guides/tpo-roofing/?utm_source=chatgpt.com
holcimelevate.com,2,https://holcimelevate.com/cis-countries-en/roofing?utm_source=chatgpt.com|https://holcimelevate.com/cis-countries-en/about-us?utm_source=chatgpt.com
roofvista.com,2,https://roofvista.com/resources/guides/flat-roof-tpo-cost-guide?utm_source=chatgpt.com
econo-roofing.com,2,https://econo-roofing.com/blog/tpo-vs-epdm-vs-modified-bitumen-commercial/?utm_source=chatgpt.com|https://econo-roofing.com/blog/commercial-roofing-types-tpo-metal-modified-bitumen/?utm_source=chatgpt.com
mmroofsiding.com,2,https://mmroofsiding.com/blog/modified-bitumen-roofing/?utm_source=chatgpt.com
www.soprema.ca,2,https://www.soprema.ca/en/waterproofing?utm_source=chatgpt.com|https://www.soprema.ca/en/products-systems/sopralene-flam-180?utm_source=chatgpt.com
compositepaint.com,1,https://compositepaint.com/commercial/parking-structure-deck/?utm_source=chatgpt.com
freedomchemicalcorp.com,1,https://freedomchemicalcorp.com/systems/guardian-pd/?utm_source=chatgpt.com
www.tremcous.com,1,https://www.tremcous.com/?utm_source=chatgpt.com
www.deltamembranes.com,1,https://www.deltamembranes.com/applications/waterproofing-buried-roofs-podium-decks-balconies-terraces/?utm_source=chatgpt.com
envirosystems.com.au,1,https://envirosystems.com.au/solution/waterproofing-above-ground-podiums-protected-pm/?utm_source=chatgpt.com
www.emseal.com,1,https://www.emseal.com/product/migutan-plaza-deck-expansion-joint/?utm_source=chatgpt.com
gcpat.uk,1,https://gcpat.uk/en-gb/solutions/products/liquid-waterproofing?utm_source=chatgpt.com
www.tamko.com,1,https://www.tamko.com/waterproofing/below-grade?utm_source=chatgpt.com
can.sika.com,1,https://can.sika.com/en/construction/67113/pvc-membrane/the-sarnafil-difference/roofs-that-last-decades.html?utm_source=chatgpt.com
legalclarity.org,1,https://legalclarity.org/membrane-roof-cost-breakdown-epdm-tpo-and-pvc/?utm_source=chatgpt.com
prosoco.com,1,https://prosoco.com/which-r-guard-coating-is-right-for-me/?utm_source=chatgpt.com
fefpa.org,1,https://fefpa.org/wp-content/uploads/2021/10/SBS-Roofing-Technology.pdf?utm_source=chatgpt.com
www.jstage.jst.go.jp,1,https://www.jstage.jst.go.jp/article/aijsx/416/0/416_KJ00004084372/_article/-char/en?utm_source=chatgpt.com
majorprojects.org,1,https://majorprojects.org/resources/chiltern-tunnel-cross-passage-durability-design-response-to-challenges/?utm_source=chatgpt.com
caee.webhost.utexas.edu,1,https://caee.webhost.utexas.edu/prof/zornberg/pdfs/BC/Zornberg_Christopher_2007.pdf?utm_source=chatgpt.com
pdfcoffee.com,1,https://pdfcoffee.com/technical-manual-for-design-and-construction-of-road-tunnels-pdf-free.html?utm_source=chatgpt.com
polyglass.us,1,https://polyglass.us/wp-content/uploads/2021/03/200-series-SBS-Torch-Spec-Sheet.pdf?utm_source=chatgpt.com
highways.dot.gov,1,https://highways.dot.gov/media/180616?utm_source=chatgpt.com
ikogroup.co.uk,1,https://ikogroup.co.uk/wp-content/uploads/2024/05/Technical-Data-Sheet-TDS-IKO-ULTRA-Gold-20-Capsheet.pdf?utm_source=chatgpt.com
lamawp.ca,1,https://lamawp.ca/insights/capsheet-surfaces-granules-vs-natural-slate/?utm_source=chatgpt.com
siplast.epd.directory,1,https://siplast.epd.directory/products/paradiene-sbs-modified-bitumen-roofing-membrane/epd?utm_source=chatgpt.com
manualzz.com,1,https://manualzz.com/doc/53042940/gaf-37ah920-tri-ply-sbs-granule-cap-sheet-3.3-ft-w-x-32.5...?utm_source=chatgpt.com
www.yumpu.com,1,https://www.yumpu.com/en/document/view/27229619/sbs-cap-sheet-tribuilt/2?utm_source=chatgpt.com
trea.com,1,https://trea.com/information/storm-proof-roofing-material/patentgrant/9ebb615d-a1d9-4f1e-90d3-95063460b4e6?utm_source=chatgpt.com
uspto.report,1,https://uspto.report/patent/grant/5516573?utm_source=chatgpt.com
www.owenscorning.com,1,https://www.owenscorning.com/en-ca/roofing/install-instructions/deckseal?utm_source=chatgpt.com
docplayer.net,1,https://docplayer.net/13250020-Johns-manville-roofing-system-submittal-package.html?utm_source=chatgpt.com
uat.gaf.com,1,https://uat.gaf.com/en-us/roofing-materials/commercial-roofing-materials/asphaltic-membranes/ruberoid-hw-plus-granule-membrane?utm_source=chatgpt.com
webstore.ansi.org,1,https://webstore.ansi.org/standards/astm/astmd4977d4977m202025?utm_source=chatgpt.com
www.elevatecommercialbp.com,1,https://www.elevatecommercialbp.com/us-en/roofing/asphalt-roofing-systems/sbs-roofing-systems?utm_source=chatgpt.com
reicheldrews.com,1,https://reicheldrews.com/roofing-and-waterproofing-membrane-production/modified-bitumen-membrane-production/?utm_source=chatgpt.com
www.certainteed.com,1,https://www.certainteed.com/products/commercial-roofing-products/flintrock-roofing-granules?utm_source=chatgpt.com
nozzle-pro.com,1,https://nozzle-pro.com/pages/building-materials-roofing?utm_source=chatgpt.com
bituroll.com,1,https://bituroll.com/maintenance-of-bituminous-membrane/?utm_source=chatgpt.com
www.standards.iteh.ai,1,https://www.standards.iteh.ai/catalog/standards/astm/2d54f2fa-68c1-4e89-80a9-3f502bcb10f9/astm-d6162-00a-2008?reviews=true&utm_source=chatgpt.com
www.versico.com,1,https://www.versico.com/en/Roofing-Products/Membranes/EPDM?utm_source=chatgpt.com
industry.nrca.net,1,https://industry.nrca.net/eWeb/DynamicPage.aspx?es3_key=fafe1fcc-e7ce-4ef3-8395-742e3d7fcce8&prd_key=15D88E58-B713-4831-A481-676FB9241845&site=nrca&webcode=NRCAStorePrdDetails&utm_source=chatgpt.com
www.mulehide.com,1,https://www.mulehide.com/Resources/Project-Tools/Cold-Weather-Installation-Guide?utm_source=chatgpt.com
nzl.sika.com,1,https://nzl.sika.com/en/construction/waterproofing-systems/below-ground/sikaproof-p-12.html?utm_source=chatgpt.com
irq.sika.com,1,https://irq.sika.com/en/construction/waterproofing/polymeric-sheet-membranes/sikaproof-a-plus-12.html?utm_source=chatgpt.com
nrca.net,1,https://nrca.net/roofingguidelines/Library?LibrarySource=22&utm_source=chatgpt.com
dev.gaf.com,1,https://dev.gaf.com/en-us/roofing-materials/commercial-roofing-materials/asphaltic-membranes/ruberoid-torch-granule-membrane?utm_source=chatgpt.com
your.trustedpartner.siplast.com,1,https://your.trustedpartner.siplast.com/ContractorCornerJune2023?utm_source=chatgpt.com
www.mordorintelligence.com,1,https://www.mordorintelligence.com/industry-reports/single-ply-membranes-market/companies?utm_source=chatgpt.com
californiagreenroofingremodeling.com,1,https://californiagreenroofingremodeling.com/leading-commercial-roofing-manufacturers-and-their-products/?utm_source=chatgpt.com
www.jrh-construction.com,1,https://www.jrh-construction.com/compare/carlisle-vs-firestone-vs-johns-manville-commercial-tpo?utm_source=chatgpt.com
www.servicetitan.com,1,https://www.servicetitan.com/blog/commercial-roofing-manufacturers?utm_source=chatgpt.com
www.newenglandmetalroof.com,1,https://www.newenglandmetalroof.com/largest-commercial-roofing-manufacturers/?utm_source=chatgpt.com
www.carlisleconstructionmaterials.com,1,https://www.carlisleconstructionmaterials.com/businesses/?utm_source=chatgpt.com
staticker.com,1,https://staticker.com/reports/sheet-based-waterproofing-membrane-market/?utm_source=chatgpt.com
gskiconstruction.com,1,https://gskiconstruction.com/blog-tpo-vs-modified-bitumen?utm_source=chatgpt.com
cesroof.com,1,https://cesroof.com/blog/tpo-vs-modified-bitumen-commercial-roofing-comparison/?utm_source=chatgpt.com
roofr.com,1,https://roofr.com/blog/why-is-modified-bitumen-so-popular-for-flat-roofs?utm_source=chatgpt.com
communitylivingtodayblog.com,1,https://communitylivingtodayblog.com/2026/08/13/roof-replacement-and-maintenance/?utm_source=chatgpt.com
bestlaroofing.com,1,https://bestlaroofing.com/blog/modified-bitumen-vs-tpo-roofing/?utm_source=chatgpt.com
homematchup.com,1,https://homematchup.com/roofing/materials/built-up-roofing/?utm_source=chatgpt.com
roofingcalculators.org,1,https://roofingcalculators.org/flat-roof-cost-calculator/?utm_source=chatgpt.com
sunnyboyroofing.com,1,https://sunnyboyroofing.com/blog/tpo-vs-modified-bitumen-el-paso-flat-roof?utm_source=chatgpt.com
randeroofing.com,1,https://randeroofing.com/blog/tpo-vs-modified-bitumen-nj/?utm_source=chatgpt.com
coastalroofingofsouthflorida.com,1,https://coastalroofingofsouthflorida.com/blog/modified-bitumen-vs-tpo-roofing-cost-and-performance-guide/?utm_source=chatgpt.com
rayproroofing.com,1,https://rayproroofing.com/blog/modified-bitumen-roofing-cost-complete-guide/?utm_source=chatgpt.com
roof-ex.com,1,https://roof-ex.com/blog/flat-roof-tpo-vs-modified-bitumen?utm_source=chatgpt.com
bsesc.energy.gov,1,https://bsesc.energy.gov/energy-basics/roof-edges-high-wind-zones?utm_source=chatgpt.com
betterbuildingssolutioncenter.energy.gov,1,https://betterbuildingssolutioncenter.energy.gov/showcase-projects/city-los-angeles-central-library/printpdf?utm_source=chatgpt.com
www.gdroofing.com,1,https://www.gdroofing.com/?utm_source=chatgpt.com
www.soprema-international.com,1,https://www.soprema-international.com/en/bituminous-waterproofing?utm_source=chatgpt.com
en.soprema.it,1,https://en.soprema.it/en/civil-engineering?utm_source=chatgpt.com
idn.sika.com,1,https://idn.sika.com/en/construction/waterproofing/membrane-waterproofing.html?utm_source=chatgpt.com
nga.sika.com,1,https://nga.sika.com/en/construction/waterproofing/bitumen-waterproofing.html?utm_source=chatgpt.com
kemper-system.com,1,https://kemper-system.com/global/uploads/PDF/USA/Tech_Site_Integration/Product_Information/Modified_Bitumen/KEMPEROL_SBS_Cap.pdf?utm_source=chatgpt.com
files.soprema.ca,1,https://files.soprema.ca/2018-07-26/TDS_SOPRALENE_180.pdf5b59e5e326bdd16a8c84769087f322e77d7e0f8a3f2ec.pdf?utm_source=chatgpt.com
documents.gaf.com,1,https://documents.gaf.com/data-sheets/ruberoid-hw-20-smooth-membrane-data-sheet-comas079.pdf?utm_source=chatgpt.com
